1,2325,1421162721,,1
1,2320,1421162721,,1
1,2331,1421162721,,1
1,2310,1421162721,1450923311,-1
1,1887,1421162721,,1
1,1889,1421162721,,1
1,2317,1421162721,,1
1,2342,1421162721,,1
1,2333,1421162721,,1
1,2332,1421162721,,1
1,2309,1421162721,,1
1,1890,1421162721,,1
1,1892,1421162721,,1
3,1849,1421112143,1432861627,-1
1,2329,1421162721,,1
1,2305,1421162721,,1
1,2307,1421162721,1424797779,-1
1,2339,1421162721,,1
1,2340,1421162721,,1
1,1849,1421112143,1432861627,-1
1,2301,1421162721,,1
3,1848,1421108830,,1
1,1891,1421162721,,1
1,2296,1421162721,,1
1,2280,1421162721,,1
1,2297,1421162721,,1
1,2253,1421162721,,1
1,2262,1421162721,,1
1,2259,1421162721,,1
1,2269,1421162721,,1
1,2256,1421162721,,1
1,2285,1421162721,,1
1,2290,1421162721,,1
1,2276,1421162721,,1
1,2273,1421162721,,1
1,2265,1421162721,,1
1,2282,1421162721,,1
1,2261,1421162721,,1
1,2287,1421162721,,1
1,2250,1421162721,1467908088,-1
1,2283,1421162721,,1
1,2286,1421162721,,1
1,2281,1421162721,,1
1,2266,1421162721,,1
1,2288,1421162721,,1
1,2260,1421162721,,1
1,2289,1421162721,,1
1,2251,1421162721,,1
1,2293,1421162721,,1
1,2278,1421162721,,1
1,2291,1421162721,,1
1,2264,1421162721,,1
1,2295,1421162721,,1
1,2252,1421162721,,1
1,2275,1421162721,,1
1,2272,1421162721,,1
1,2254,1421162721,,1
1,2274,1421162721,,1
1,2279,1421162721,,1
1,2271,1421162721,,1
1,2263,1421162721,,1
1,2248,1421162721,,1
1,2255,1421162721,,1
1,2294,1421162721,,1
1,2257,1421162721,,1
1,2270,1421162721,,1
1,2292,1421162721,,1
1,2284,1421162721,,1
1,2258,1421162721,,1
1,2277,1421162721,,1
1,2268,1421162721,,1
1,2249,1421162721,,1
1,2267,1421162721,,1
1,2211,1421162721,,1
1,2203,1421162721,,1
1,2243,1421162721,,1
1,2223,1421162721,,1
1,2215,1421162721,,1
1,2234,1421162721,,1
1,2214,1421162721,,1
1,2236,1421162721,,1
1,2221,1421162721,,1
1,2205,1421162721,,1
1,2241,1421162721,,1
1,2199,1421162721,,1
1,2232,1421162721,1448988073,-1
1,2220,1421162721,,1
1,2227,1421162721,,1
1,2244,1421162721,,1
1,2229,1421162721,1439914178,-1
1,2226,1421162721,,1
1,2235,1421162721,,1
1,2238,1421162721,,1
1,2230,1421162721,,1
1,2240,1421162721,,1
1,2219,1421162721,,1
1,2206,1421162721,,1
1,2202,1421162721,,1
1,2212,1421162721,,1
1,2217,1421162721,,1
1,2224,1421162721,,1
1,2228,1421162721,,1
1,2246,1421162721,,1
1,2247,1421162721,,1
1,2198,1421162721,,1
1,2222,1421162721,,1
1,2237,1421162721,,1
1,2201,1421162721,,1
1,2207,1421162721,,1
1,2231,1421162721,,1
1,2218,1421162721,,1
1,2245,1421162721,,1
1,2216,1421162721,,1
1,2239,1421162721,,1
1,2208,1421162721,,1
1,2200,1421162721,,1
1,2210,1421162721,,1
1,2225,1421162721,,1
1,2204,1421162721,,1
1,2209,1421162721,,1
1,2233,1421162721,,1
1,2242,1421162721,,1
1,2213,1421162721,,1
1,2156,1421162721,,1
1,2166,1421162721,,1
1,2193,1421162721,,1
1,2179,1421162721,,1
1,2197,1421162721,,1
1,2158,1421162721,,1
1,2164,1421162721,,1
1,2174,1421162721,,1
1,2152,1421162721,1462411298,-1
1,2189,1421162721,,1
1,2177,1421162721,,1
1,2172,1421162721,,1
1,2167,1421162721,,1
1,2155,1421162721,,1
1,2196,1421162721,,1
1,2185,1421162721,,1
1,2194,1421162721,,1
1,2181,1421162721,,1
1,2170,1421162721,1430882929,-1
1,2183,1421162721,,1
1,2165,1421162721,,1
1,2159,1421162721,,1
1,2163,1421162721,,1
1,2182,1421162721,,1
1,2160,1421162721,,1
1,2150,1421162721,,1
1,2175,1421162721,,1
1,2171,1421162721,,1
1,2153,1421162721,,1
1,2154,1421162721,,1
1,2173,1421162721,,1
1,2191,1421162721,,1
1,2162,1421162721,,1
1,2151,1421162721,,1
1,2188,1421162721,,1
1,2178,1421162721,,1
1,2192,1421162721,,1
1,2184,1421162721,,1
1,2187,1421162721,,1
1,2176,1421162721,,1
1,2169,1421162721,,1
1,2157,1421162721,,1
1,2161,1421162721,,1
1,2148,1421162721,,1
1,2168,1421162721,,1
1,2186,1421162721,,1
1,2180,1421162721,,1
1,2195,1421162721,,1
1,2149,1421162721,,1
1,2190,1421162721,,1
1,2137,1421162721,,1
1,2124,1421162721,,1
1,2106,1421162721,,1
1,2119,1421162721,,1
1,2128,1421162721,,1
1,2111,1421162721,,1
1,2125,1421162721,,1
1,2100,1421162721,,1
1,2107,1421162721,,1
1,2101,1421162721,1464813701,-1
1,2104,1421162721,,1
1,2134,1421162721,,1
1,2120,1421162721,,1
1,2122,1421162721,,1
1,2116,1421162721,,1
1,2131,1421162721,,1
1,2127,1421162721,,1
1,2146,1421162721,,1
1,2145,1421162721,,1
1,2109,1421162721,1498703244,-1
1,2133,1421162721,,1
1,2117,1421162721,,1
1,2138,1421162721,,1
1,2144,1421162721,,1
1,2110,1421162721,,1
1,2114,1421162721,,1
1,2132,1421162721,,1
